station_a,station_b,mileage
龙游,杭州东,210
玉山南,龙游,97
建瓯西,古田北,95
杭州东,溧阳,158
福州,厦门,276
武夷山东,福州,225
杭州东,武夷山东,456
金山北,杭州东,111
武夷山东,义乌,347
武夷山东,古田北,146
水家湖,蚌埠南,63
泾县,无为,89
福州,武夷山北,202
南丰,三明北,171
南京南,北京南,1023
曲阜东,南京南,488
保定东,胜芳,114
邢台东,高邑西,71
西安北,洛阳龙门,380
石家庄,白洋淀,177
巩义南,郑州东,93
三门峡南,巩义南,173
信阳东,汉口,203
合肥,淮南东,89
六安,合肥,92
水家湖,合肥,69
广州南,衡阳东,679
合肥,麻城北,271
韶山南,新化南,148
贵定北,贵阳东,50
桐梓北,遵义南,110
大足南,永川东,22
成都东,大足南,223
贵阳东,三穗,209
麻城北,合肥南,232
济南东,德州东,96
章丘北,济南东,30
淄博北,章丘北,52
青州市北,淄博北,53
潍坊北,青州市北,55
青岛北,潍坊北,204
无锡东,上海,115
淄博北,青岛北,247
邹平,淄博北,28
济南东,邹平,54
宿州东,定远,142
民权北,郑州东,140
砀山南,民权北,112
兰考南,永城北,174
郑州东,兰考南,105
商丘,郑州东,186
徐州东,商丘,170
商丘,兰考南,85
萧县北,商丘,129
郑州东,徐州东,360
郑州东,砀山南,252
洛阳龙门,巩义南,10
荣昌北,资阳北,130
渭南北,洛阳龙门,317
泰安,济南,62
民权北,徐州东,220
灵宝西,郑州东,314
华山北,灵宝西,88
渑池南,华山北,194
洛阳龙门,渑池南,65
滕州东,济南,188
三门峡南,灵宝西,48
曲阜东,济南,132
武汉,驻马店西,317
漯河西,武汉,421
兰考南,砀山南,147
灵宝西,渭南北,154
洛阳龙门,灵宝西,171
宜兴,句容西,103
德清,长兴,56
宁波,杭州东,353
溧水,句容西,20
淄博北,济南东,82
潍坊北,淄博北,108
长兴,杭州,94
砀山南,萧县北,67
开封北,永城北,227
溧水,杭州东,117
南京南,湖州,185
灵宝西,西安北,209
旌德,铜陵北,98
南陵,巢湖东,103
兰考南,徐州东,255
郑州东,三门峡南,262
胶州北,青岛北,48
潍坊北,胶州北,91
临淄北,青州市北,23
淄博北,临淄北,30
平原东,济南东,78
天津南,平原东,275
民权北,萧县北,179
渑池南,巩义南,115
西安北,三门峡南,257
开封北,砀山南,200
济南,潍坊,210
松江南,嘉善南,36
永城北,民权北,139
永川东,资阳北,162
重庆西,资中北,178
青州市,章丘,104
郑州西,郑州,24
渑池南,灵宝西,106
淮北,徐州东,77
巩义南,郑州西,51
渭南北,渑池南,252
永修,阳新,148
衢州,金华南,91
青岛北,北京南,804
高密北,莱阳,135
潍坊北,高密北,63
郑州西,渑池南,166
即墨北,高密北,44
济南东,禹城东,59
青岛西,高密北,102
赣榆,日照西,65
驻马店西,许昌东,128
郑州东,驻马店西,219
临淄北,潍坊北,78
齐河,济南东,30
邢台东,新乡东,223
胶州北,高密北,28
潍坊北,即墨北,128
海阳北,高密北,141
莱阳,潍坊北,198
潍坊北,海阳北,225
章丘北,邹平,24
高密北,夏格庄,93
烟台,潍坊北,296
潍坊北,北京南,600
无锡东,济南西,804
昆明南,贵阳北,463
长沙南,新化南,214
沈阳北,北京南,786
沈阳,天津,666
三门峡南,渑池南,58
潍坊北,青岛,154
璧山,隆昌北,96
苏州北,上海,88
济南,徐州东,289
合肥南,济南西,594
金华,武义北,32
南昌西,玉山南,275
武义北,丽水,74
温州南,缙云西,119
枣庄,济南,224
鹰潭北,江山,173
新化南,湘潭北,188
东安东,桂林北,170
衡阳东,祁阳,102
永州,衡阳东,135
武义北,缙云西,45
双峰北,娄底南,14
邵东,双峰北,44
贵阳东,芷江,498
唐山,北京南,234
沈阳,唐山,552
永川东,成都东,223
铜仁南,贵阳东,257
延平西,武夷山北,149
三明,龙岩,162
大冶北,葛店南,66
郑州,漯河西,164
长春,沈阳北,317
枫林,九江,65
武汉,大冶北,95
枫林,黄石北,73
蚌埠南,合肥南,132
绩溪北,南陵,92
泉州,福州,174
石家庄,北京西,281
郑州东,石家庄,412
西安北,郑州东,523
高密北,青岛北,76
石家庄,天津西,293
天津,滨海西,38
霸州西,正定机场,142
淮南东,徐州东,199
青岛西,潍坊北,158
胶州北,青岛西,67
旌德,泾县,43
济南东,潍坊北,190
潍坊北,邹平,136
泾县,合肥南,194
宿州东,合肥南,240
滕州东,宿州东,169
桐梓北,珞璜南,116
贵阳北,桐梓北,209
许昌东,信阳东,246
盘州,嵩明,160
贵阳北,重庆西,347
富源北,贵阳北,283
昆明南,富源北,180
平坝南,盘州,196
关岭,曲靖北,189
平坝南,关岭,91
赶水东,娄山关南,99
贵阳北,关岭,146
赶水东,贵阳北,255
息烽,重庆西,292
富源北,普安县,63
永川东,璧山,30
内江北,大足南,70
桐梓东,桐梓北,30
璧山,资中北,151
广州南,怀集,171
梧州南,南宁东,317
广州南,梧州南,246
广州南,桂林西,444
邵阳,衡阳东,390
邵阳,洞口,88
西渡,邵东,76
普安县,贵阳北,220
铜仁南,铜仁,60
朱砂古镇,铜仁,27
铜仁南,朱砂古镇,33
凯里南,铜仁,200
福田,香港西九龙,30
深圳北,福田,9
厦门,惠州南,471
南陵,歙县北,115
长临河,铜陵北,115
郑州东,邯郸东,237
武汉,郑州东,536
汉口,郑州东,540
淮南东,宿州东,131
铜陵北,合肥南,139
歙县北,铜陵北,149
闽清北,武夷山东,175
福州,建瓯西,174
成都东,西安北,662
长兴,溧水,119
德州东,泰安,222
句容西,湖州,159
郑州东,信阳东,337
承德县北,承德南,29
平泉北,承德县北,37
牛河梁,平泉北,61
喀左,牛河梁,35
奈林皋,喀左,30
朝阳,奈林皋,37
阜新,朝阳,118
沈阳,阜新,157
阜新,新民北,98
北票,阜新,81
朝阳,北票,37
牛河梁,朝阳,102
承德南,平泉北,66
阜新,沈阳北,158
牛河梁,奈林皋,65
海城西,鲅鱼圈,95
喀左,朝阳,67
承德县北,牛河梁,98
辽阳,沈阳南,50
营口东,鞍山西,77
辽阳,营口东,107
滨海北,天津,60
山海关,营口东,352
天津西,山海关,282
承德南,朝阳,229
长春西,沈阳北,298
天津西,廊坊,62
秦皇岛,盘锦北,234
天津西,秦皇岛,283
营口东,锦州南,187
长春西,哈尔滨,247
沈阳南,鞍山西,80
葫芦岛北,海城西,161
蚌埠南,泰安,383
石家庄,高碑店东,198
石家庄,涿州东,219
喀左,平泉北,96
黑山北,阜新,56
新民北,黑山北,42
黑山北,沈阳北,102
沈阳北,大连北,383
日照西,青岛西,79
庐山,武汉,210
庐山,黄石北,125
大冶北,庐山,115
天津西,营口东,634
正定机场,北京西,244
汉口,漯河西,385
禹城东,衡水北,132
南宁,北海,208
长沙南,桂林北,511
邵阳,娄底南,48
东安东,兴安北,113
耒阳西,乐昌东,204
漯河西,明港东,132
高碑店东,定州东,118
德清,宜兴,92
涿州东,定州东,139
新乡东,石家庄,345
渑池南,西安北,315
北京西,郑州东,693
临海,三门县,23
江宁,德清,209
广州南,长沙南,707
广州北,清远,36
广州南,福田,111
虎门,光明城,36
衡山西,韶关,344
英德西,韶关,87
清远,英德西,57
衡阳东,清远,447
光明城,福田,25
广州南,光明城,86
广州北,英德西,93
长沙南,祁东,250
娄底南,邵东,57
庆盛,虎门,19
普宁,葵潭,31
郑州,洛阳龙门,125
江宁,宜兴,210
郑州,武汉,545
邵阳西,怀化南,146
洞口,邵阳西,65
安江东,隆回,96
香港西九龙,广州南,141
高邑西,鹤壁东,230
三门峡南,郑州西,224
正定机场,白洋淀,140
青州市北,高密北,118
高邑西,郑州东,401
潍坊,青岛西,187
青岛西,高密,77
铁岭西,沈阳,59
沈阳,开原西,106
海城西,辽阳,69
惠山,镇江,97
昆山南,无锡新区,63
安亭北,苏州园区,45
上海,安亭北,29
苏州,安亭北,55
戚墅堰,无锡新区,41
无锡,戚墅堰,28
上海西,昆山南,10
上海,上海西,74
丹阳,惠山,45
营口东,沈阳北,177
普湾,鲅鱼圈,108
花桥,上海,40
苏州,花桥,44
常州,苏州,81
戚墅堰,丹阳,56
阳澄湖,上海,5
仙林,南京,13
镇江,仙林,51
苏州,惠山,56
苏州园区,上海,74
南京,惠山,161
无锡新区,常州,52
无锡新区,惠山,52
辽阳,盖州西,107
花桥,昆山南,10
上海西,苏州园区,69
戚墅堰,镇江,83
南翔北,上海,14
昆山南,南翔北,36
无锡,镇江,111
上海西,安亭北,24
鲅鱼圈,鞍山西,134
鞍山西,大连北,283
阿城北,哈尔滨西,58
宝华山,镇江,37
南京南,宝华山,37
苏州,南翔北,34
沈阳,长春西,303
宝华山,南京,27
沈阳,营口东,172
仙林,丹阳,78
海城西,大连北,244
上海虹桥,阳澄湖,59
营口东,海城西,38
辽阳,鲅鱼圈,164
沈阳,四平东,185
营口东,普湾,165
南京南,合肥,154
苏州,上海西,79
鞍山西,盖州西,105
合肥北城,淮南东,67
合肥,合肥北城,22
合肥,全椒,98
水家湖,合肥北城,47
沈阳南,营口东,157
淮北北,淮北,11
萧县北,淮北北,25
淮北,萧县北,36
上海,镇江南,237
千岛湖,富阳,108
黄山北,建德,150
绩溪北,三阳,29
上海虹桥,上海,33
黄山北,三阳,70
永康南,杭州东,197
义乌,缙云西,109
永康南,义乌,88
义乌,丽水,138
缙云西,杭州东,218
诸暨,永康南,131
杭州,桐乡,57
嘉兴南,杭州,85
余杭,杭州,25
上海西,上海虹桥,28
松江南,海宁西,102
瓦屋山,溧阳,30
合肥北城,合肥南,42
无为,长临河,81
乐清,绅坊,18
宁海,奉化,34
戚墅堰,苏州,70
德惠西,哈尔滨,163
余杭,嘉善南,77
嘉善南,海宁西,102
绍兴东,庄桥,73
临海,奉化,91
乐昌东,清远,1314
诸暨,金华南,88
湖州,溧水,139
宁海,雁荡山,127
海城西,瓦房店西,166
沈阳南,海城西,119
长春西,双城北,200
扶余北,哈尔滨,105
大连北,沈阳南,363
大庆东,哈尔滨西,155
盖州西,瓦房店西,100
瓦房店西,大连,95
沈阳,盖州西,200
鞍山西,沈阳北,100
大连,盖州西,195
鲅鱼圈,大连,166
沈阳,鲅鱼圈,367
大连,营口东,223
海城西,盖州西,66
瓦房店西,沈阳南,285
大连,普湾,58
大连,鞍山西,300
大连,辽阳,330
海城西,大连,261
瓦房店西,鞍山西,205
大连,沈阳,395
沈阳北,海城西,139
普湾,海城西,203
鞍山西,普湾,242
盘锦,辽阳,135
锦州南,盖州西,215
沈阳,昌图西,134
彰武,通辽,143
沈阳北,彰武,114
通辽,沈阳北,257
沈阳,黑山北,101
三门峡南,郑州,248
郑州,驻马店西,228
郑州,巩义南,75
西安北,郑州,474
南昌西,杭州东,582
重庆北,内江北,166
永川东,重庆北,74
永川东,荣昌北,10
璧山,重庆北,44
内江北,简阳南,100
荣昌北,重庆北,106
资中北,荣昌北,89
简阳南,大足南,244
资阳北,简阳南,30
沙坪坝,隆昌北,120
永川东,沙坪坝,54
沙坪坝,大足南,76
荣昌北,简阳南,160
内江北,沙坪坝,146
璧山,沙坪坝,24
沙坪坝,成都东,299
沙坪坝,荣昌北,86
资阳北,沙坪坝,216
璧山,资阳北,192
上饶,南平北,219
资中北,大足南,99
成都南,资阳北,91
重庆西,成都南,310
重庆北,资阳北,236
梁平南,复盛,154
太原南,北京西,513
天水南,西安北,299
广安,重庆,144
渠县,广安,38
达州,渠县,73
万源,达州,112
安康,万源,164
西安南,安康,216
西安,西安南,43
西安,杨陵,85
镇安,西安南,98
安康,镇安,118
达州,安康,276
源潭,广州,68
韶关东,源潭,153
坪石,韶关东,87
郴州,坪石,66
衡阳,郴州,147
长沙,衡阳,186
岳阳,长沙,147
武昌,岳阳,215
孝感,武昌,90
花园,孝感,34
广水,花园,45
信阳,广水,65
确山,信阳,76
驻马店,确山,20
西平,驻马店,44
漯河,西平,22
周口,漯河,66
咸宁,武昌,80
赤壁,咸宁,38
岳阳,赤壁,97
韶关东,郴州,153
枣庄西,邹城,74
马鞍山,南京,78
芜湖,马鞍山,47
宣城,芜湖,64
广德,宣城,63
长兴南,广德,51
德清西,长兴南,58
杭州,德清西,110
诸暨,杭州,45
武义,金华南,27
永康,武义,21
缙云,永康,33
丽水,缙云,32
温州,青田,57
鹤立,鹤岗,36
佳木斯,鹤立,32
汤原,佳木斯,50
浩良河,汤原,37
南岔,浩良河,66
朗乡,南岔,47
庆安,朗乡,128
绥化,庆安,54
哈尔滨东,兴隆镇,100
开原,四平,84
晋州,石家庄北,54
辛集,晋州,21
衡水,辛集,47
郓城,聊城,100
菏泽,郓城,56
济宁,巨野,49
徐州,兖州,163
枣强,清河城,49
衡水,枣强,31
隆化,昌平北,235
赤峰,隆化,212
奈曼,赤峰,185
东来,奈曼,106
通辽,东来,59
余粮堡,通辽,31
东来,余粮堡,28
四道湾,赤峰,77
敖汉,四道湾,39
奈曼,敖汉,69
八仙筒,奈曼,54
东来,八仙筒,52
南昌西,九江,150
丰城南,南昌西,84
樟树东,丰城南,20
峡江,樟树东,53
吉安,峡江,69
泰和,吉安,34
兴国,泰和,79
赣州,兴国,73
惠州,赣州,396
东莞东,惠州,54
深圳东,东莞东,45
宣城,长兴南,114
德州,禹城,68
沧州,吴桥,91
天津西,青县,101
廊坊北,天津西,74
龙川,惠州,155
赣州,龙川,241
吉安,赣州,186
南昌,吉安,218
鞍山,大石桥,68
铁力,绥化,102
带岭,铁力,94
南岔,带岭,33
西林,南岔,55
美溪,西林,25
伊春,美溪,24
西林,伊春,49
金山屯,西林,13
南岔,金山屯,42
铁力,南岔,127
沈阳,开原,104
四平,沈阳北,185
白城,松原,183
定西,兰州,118
陇西,定西,84
武山,陇西,39
甘谷,武山,40
天水,甘谷,67
宝鸡,天水,155
虢镇,宝鸡,20
杨陵,虢镇,68
兴平,杨陵,39
咸阳,兴平,23
三门峡西,渭南,186
三门峡,三门峡西,23
渑池,三门峡,53
洛阳,渑池,69
巩义,洛阳,54
郑州,巩义,70
民权,郑州,278
夏邑县,虞城县,15
砀山,夏邑县,28
济南,兖州,156
蓝村,青岛北,37
潍坊,胶州,110
开封,砀山,194
渭南,洛阳,331
宝鸡,西安,173
陇西,甘谷,79
庐江,合肥,79
桐城,庐江,38
安庆西,桐城,39
天柱山,安庆西,28
太湖,天柱山,34
宿松,太湖,34
黄梅,宿松,22
九江,黄梅,53
向塘,南昌,28
新干,向塘,112
吉安,新干,86
赣州,泰和,152
河源,赣州,323
惠州,河源,80
龙川,河源,75
龙南,龙川,116
信丰,龙南,62
赣州,信丰,63
九江,吉安,373
柞水,西安南,72
镇安,柞水,26
小河镇,镇安,36
旬阳北,小河镇,36
安康,旬阳北,46
紫阳,安康,57
万源,紫阳,94
重庆西,渠县,162
贵阳,遵义,155
咸阳,宝鸡,150
商洛,西安,180
丹凤,商洛,39
商南,丹凤,58
西峡,商南,67
唐河,西峡,155
桐柏,唐河,68
信阳,桐柏,77
六安,固始,85
巢湖,合肥,64
芜湖,巢湖,77
杭州,芜湖,304
绍兴,杭州,63
余姚,绍兴,60
宁波,余姚,48
上虞,余姚,32
绍兴,上虞,28
信阳,合肥,344
唐河,信阳,145
镇平,唐河,78
西峡,镇平,77
丹凤,西峡,125
涡阳,蚌埠,199
项城,周口,30
沈丘,项城,19
界首市,沈丘,30
太和北,界首市,20
阜阳,太和北,48
涡阳,阜阳,76
淮北,徐州,62
涡阳,淮北,85
淮南,阜阳,126
合肥,淮南,95
芜湖,合肥,141
衡水,任丘,127
商丘南,菏泽,105
亳州,商丘南,64
阜阳,亳州,104
潢川,阜阳,116
麻城,潢川,120
九江,麻城,223
定南,龙南,23
龙川,定南,93
深圳,东莞东,61
缙云,青田,111
长兴南,杭州,126
临沂,枣庄东,104
青岛北,胶州,58
延吉,图们,52
安图,延吉,66
敦化,安图,73
黄泥河,敦化,38
黄松甸,黄泥河,31
蛟河,黄松甸,44
吉林,蛟河,97
九台,吉林,76
长春,九台,52
唐山,葫芦岛,322
静海,天津,38
沧州,静海,73
东光,沧州,59
德州,东光,54
大明湖,禹城,53
德州,大明湖,121
沈阳,大虎山,136
敦化,蛟河,113
成都,绵阳,103
赣州,定南,148
潢川,南昌,485
曹县,商丘南,64
阳谷,菏泽,494
肃宁,衡水,86
任丘,肃宁,41
十堰,安康,202
武当山,十堰,19
谷城,武当山,72
襄阳,谷城,80
邓州,襄阳,73
宝丰,南召,127
巩义,汝州,123
宁陵县,兰考,66
衡水,聊城,152
天津,衡水,269
郭家店,四平,461
兰棱,哈尔滨西,65
扶余,兰棱,30
长春,扶余,144
铁岭,四平,118
锦州,沈阳,230
唐山,锦州,357
任丘,天津,142
清河城,大营镇,29
商丘,菏泽,119
汝州,郑州,206
南阳,宝丰,110
襄阳,南阳,129
安康,襄阳,373
宣汉,紫阳,159
麻城,汉口,105
潢川,新县,60
郯城,新沂,35
临沂东,郯城,58
桃村,临沂东,364
沂南,莒县,30
临沂东,沂南,45
任丘,北京西,147
临清,清河城,26
梁山,聊城,76
菏泽,梁山,80
安庆,安庆西,40
菏泽,亳州,169
阜阳,商丘南,168
武昌,麻城,125
临湘,赤壁,55
路口铺,临湘,12
岳阳,路口铺,30
汨罗,岳阳,69
长沙,汨罗,78
临湘,岳阳,42
曹县,阜阳,225
义乌,绍兴,202
鹰潭,上饶,116
东乡,鹰潭,41
涪陵,重庆北,100
秀山,涪陵,306
松桃,秀山,46
铜仁,松桃,57
怀化,铜仁,93
娄底,怀化,315
湘潭,娄底,99
株洲,湘潭,26
醴陵,株洲,42
萍乡,醴陵,39
宜春,萍乡,71
新余,宜春,54
鹰潭,新余,246
株洲,长沙,52
衡阳,株洲,134
广州,韶关东,221
广州北,广州,27
韶关东,广州北,194
衡阳,韶关东,300
赤壁,路口铺,67
大庆,齐齐哈尔,129
肇东,大庆,95
扶余,哈尔滨,104
石家庄北,辛集,85
阳泉北,石家庄北,104
太原,阳泉北,121
汾阳,太原,99
绥德,吕梁,89
吐鲁番,乌鲁木齐,154
鄯善,吐鲁番,148
哈密,鄯善,263
疏勒河,柳园,142
嘉峪关,玉门,132
高台,酒泉,129
张掖,临泽,37
金昌,张掖,170
谭家井,武威,96
中卫,谭家井,161
定边,中卫,231
绥德,定边,246
石家庄北,太原,225
饶阳,衡水,62
天津,霸州,87
沈阳北,锦州,233
大庆,哈尔滨,159
陇县,蔡家坡,103
固原,平凉,91
同心,固原,119
中卫,同心,98
开江,达州,61
梁平,开江,28
万州,梁平,68
恩施,万州,163
当阳,宜昌东,57
荆门,当阳,52
武昌,荆门,256
鄂州,武昌,85
黄石,鄂州,27
阳新,黄石,37
瑞昌,阳新,61
南昌,瑞昌,145
樟树东,南昌,104
吉安,樟树东,129
武昌,南昌,362
宜昌东,荆门,109
万州,利川,102
达州,万州,157
南充,达州,159
石门县北,宜昌东,172
衡阳,坪石,213
万州,宜昌东,377
开江,万州,96
汤阴,安阳,22
鹤壁,汤阴,19
卫辉,鹤壁,41
新乡,卫辉,25
徐州,商丘,146
鹤壁,新乡,66
唐河,南阳,58
合肥,固始,177
上海南,嘉兴,80
黄村,北京西,23
任丘,黄村,165
绩溪县,宣城,132
黄山,绩溪县,50
松江,上海南,26
嘉善,松江,36
嘉兴,嘉善,18
海宁,嘉兴,28
杭州东,海宁,59
株洲,鹰潭,452
玉屏,新晃,33
镇远,玉屏,61
凯里,镇远,88
贵阳,凯里,188
阜阳,合肥,221
菏泽,阜阳,273
肃宁,饶阳,24
霸州,肃宁,96
黄村,霸州,69
高碑店,北京西,84
保定,高碑店,62
石家庄北,定州,85
交城,太原,72
榆林,柳林南,166
东胜西,榆林,193
达拉特西,东胜西,78
包头,达拉特西,29
鄂尔多斯,东胜西,20
榆林,鄂尔多斯,173
吕梁,榆林,191
太原,文水,86
北京西,保定,142
福泉,贵阳,128
凯里,福泉,60
施秉,凯里,49
镇远,施秉,39
上饶,株洲,394
松江,嘉兴,54
衢州,景德镇北,183
九江,衢州,506
武昌,九江,220
襄阳东,安陆,70
武功,杨陵,12
咸阳,武功,50
三门峡,渭南,209
洛阳,三门峡,122
泰山,徐州,246
大明湖,泰山,76
眉山,成都,92
峨眉,眉山,64
汉源,峨眉,124
甘洛,汉源,40
普雄,甘洛,76
西昌,普雄,161
攀枝花,西昌,192
广通北,攀枝花,198
商丘,夏邑县,35
灵宝,三门峡,53
华山,潼关,12
武功,兴平,27
虢镇,蔡家坡,23
黎塘,南宁,120
来宾,黎塘,65
衡阳,永州,136
龙市,衡阳,163
井冈山,龙市,56
吉安,井冈山,91
黄州,南昌,326
阜阳,麻城,236
定陶,商丘南,182
蕲春,黄州,59
九江,蕲春,97
炎陵,龙市,32
茶陵南,炎陵,44
安仁,茶陵南,35
永州,安仁,208
桂林北,永州,199
黑井,广通北,27
元谋,黑井,69
攀枝花,元谋,102
成都,甘洛,320
灵璧,徐州,118
泗县,灵璧,30
洋河,泗县,61
泗阳,洋河,34
淮安,泗阳,35
盐城,淮安,123
南通,盐城,168
海门,南通,38
启东,海门,45
东台,海安,40
盐城,东台,63
樟树东,向塘,76
新干,樟树东,36
兴国,吉安,113
惠州,信丰,333
信阳,息县,73
襄阳,信阳,239
重庆西,广安,125
襄阳,十堰,171
达州,成都,373
潢川,信阳,104
许昌,郑州,86
驻马店,许昌,120
信阳,驻马店,96
武昌,信阳,234
衡山,株洲,83
衡阳,衡山,51
耒阳,衡阳,63
郴州,耒阳,84
定南,惠州,248
赣州,龙南,125
广水,武昌,169
漯河,驻马店,66
郑州,漯河,140
石家庄,定州,75
邯郸,石家庄,161
安阳,邯郸,60
鹤壁,安阳,41
获嘉,新乡,22
焦作,获嘉,41
安阳,新乡,107
邢台,邯郸,52
石家庄,邢台,109
保定,石家庄,135
涿州,北京西,64
保定,涿州,82
高邑,石家庄,47
临城,高邑,15
邢台,临城,47
宝丰,郑州,248
南阳,鲁山,102
宣汉,安康,228
西昌,眉山,417
米易,西昌,48
攀枝花,米易,192
万源,宣汉,77
旬阳,安康,44
白河县,旬阳,80
十堰,白河县,78
荆门,襄阳,124
石门县北,荆门,229
东莞东,广州,95
襄阳,石门县北,353
旬阳,襄阳,329
乌海,惠农,48
临河,乌海,143
呼和浩特东,包头,173
大同,集宁南,127
柴沟堡,大同,134
峨眉,甘洛,164
邢台,安阳,112
潍坊,蓝村,131
上海南,苏州,98
义乌,杭州,139
徐家店,莱西,55
杭州东,嘉兴,87
玉山,江山,46
上饶,玉山,30
横峰,上饶,48
弋阳,横峰,17
贵溪,弋阳,30
鹰潭,贵溪,21
进贤,东乡,39
南昌,进贤,64
进贤,向塘,36
横峰,贵溪,47
衢州,玉山,81
上海南,嘉善,62
通辽,太平川,121
奈曼,通辽,165
纪家沟,赤峰,116
四合永,纪家沟,34
古北口,滦平,63
怀柔北,古北口,53
顺义,怀柔北,35
彭泽,池州,131
九江,彭泽,59
丰城,九江,208
樟树,丰城,24
新余,樟树,76
鹿寨,桂林北,122
柳州,鹿寨,42
南宁,来宾,177
萍乡,株洲,81
向塘,丰城,33
东至,彭泽,59
池州,东至,72
孝感,汉口,70
阜阳,沈丘,98
兖州,枣庄西,95
广州,深圳东,139
佛山,广州,22
肇庆,佛山,87
茂名,肇庆,252
茂名西,茂名,10
玉林,茂名西,175
南宁,玉林,263
田林,百色,636
曲靖,昆明,157
富源,曲靖,75
红果,富源,29
威舍,红果,68
兴义,威舍,36
册亨,兴义,74
百色,册亨,176
茂名,玉林,174
阳春,茂名,94
肇庆,阳春,169
杭州,上海南,173
武夷山,上饶,126
建阳,武夷山,52
建瓯,建阳,46
三明,建瓯,252
南昌,阳新,199
金华,南昌,464
建瓯,延平西,65
聊城,邯郸,159
聊城,大明湖,127
彭泽,湖口,29
宁波,绍兴,108
南昌,鹰潭,144
武昌,阳新,149
朗乡,带岭,14
神树,朗乡,46
庆安,神树,82
郭家店,公主岭,27
大安北,松原,69
新肇,大安北,27
太阳升,新肇,31
立志,太阳升,6
新华屯,立志,17
林源,新华屯,26
银浪,林源,18
大庆西,银浪,20
长春,王府,115
化州,廉江,49
茂名西,化州,21
肇庆,茂名西,262
东莞,广州,71
深圳东,东莞,68
分宜,新余,30
宜春,分宜,24
怀化,株洲,440
玉屏,怀化,120
贵定,凯里,99
贵阳,贵定,89
安顺,贵阳,97
六枝,安顺,56
六盘水,六枝,96
宣威,六盘水,131
曲靖,宣威,101
怀化,贵阳,457
亳州,商丘,74
杭州,宣城,240
温州,丽水,136
治安,八仙筒,41
东来,治安,11
双辽,通辽,63
金宝屯,双辽,58
三江口,金宝屯,185
王岗,哈尔滨西,6
五家,王岗,20
双城堡,五家,18
兰棱,双城堡,21
蔡家沟,兰棱,12
扶余,蔡家沟,18
三江口,八面城,36
大林,双辽,65
通辽,大林,286
沟帮子,沈阳北,169
台前,聊城,70
郓城,台前,42
偃师,郑州,521
南昌,庐山,116
武义,金华,25
应城,武昌,105
天门,应城,1182
阜新南,义县,71
彰武,阜新南,114
太平川,宝龙山,57
洮南,通榆,68
齐齐哈尔,白城,218
台前,菏泽,98
葫芦岛,山海关,134
临城,石家庄,62
沙河市,邢台,24
邯郸,沙河市,28
亳州,曹县,121
聊城,商丘南,261
武昌,宜昌东,305
南昌西,武昌,362
三明北,南昌西,352
南昌,福州,547
黄石,庐山,71
武昌,黄石,168
新余,东乡,205
溆浦,株洲,336
怀化,溆浦,104
凯里,怀化,269
六枝,贵阳,153
昭通,六盘水,158
宜宾,昭通,249
自贡,宜宾,79
内江,自贡,39
简阳,内江,136
成都,简阳,83
资阳,简阳,39
资中,资阳,67
内江,资中,30
水富,宜宾,26
盐津,水富,87
昭通,盐津,136
草海,昭通,85
六盘水,草海,73
涟源,怀化,273
金华,鹰潭,313
土贵乌拉,集宁南,31
丰镇,土贵乌拉,51
沙城,宣化,50
三家店,沙城,84
保定,三家店,177
漯河,许昌,54
信阳,漯河,162
瑞昌,黄石,105
瑞昌,庐山,29
广水,孝感,79
宣化,高碑店,219
聊城,济南,124
梁山,阳谷,34
淮滨,阜阳,61
东莞东,龙川,209
南昌,赣州,412
淮滨,光山,72
阜南,淮滨,17
阜阳,阜南,44
晏城,聊城,92
济南,晏城,32
灵武,银川,51
定边,灵武,143
靖边,定边,105
子洲,靖边,111
绥德,子洲,30
藁城,石家庄北,47
晋州,藁城,17
衡水,晋州,68
德州,衡水,62
晏城,平原,51
大明湖,晏城,35
禹城,晏城,18
绥德,太原,270
盐池,定边,30
银川,盐池,164
高密,胶州,25
藁城,衡水,85
陇县,平凉,103
虢镇,陇县,80
商南,商洛,98
内乡,西峡,43
镇平,内乡,34
英德,广州,138
韶关东,英德,83
襄阳东,武昌,329
邓州,襄阳东,13
镇平,南阳,90
商洛,西峡,164
平凉,杨陵,251
青铜峡,中卫,96
襄阳东,南阳,329
赤壁,武昌,118
博克图,牙克石,128
碾子山,扎兰屯,61
龙江,碾子山,32
齐齐哈尔,龙江,81
保康,白城,183
双辽,保康,77
哈尔滨西,五家,26
牙克石,扎兰屯,251
安达,大庆,32
陇县,宝鸡,100
宝鸡,平凉,203
杨陵,宝鸡,88
东莞东,深圳西,76
偃师,巩义,20
洛阳,偃师,34
新安县,洛阳,28
三门峡,新安县,94
华山,三门峡,142
东胜西,包头,111
绥德,榆林,102
延安,绥德,167
西安,蒲城东,108
三门峡,潼关,130
平顶山,宝丰,29
漯河,平顶山,78
孝感,信阳,144
南昌西,瑞昌,152
三明北,抚州,251
南昌西,泰宁,260
绥德,子长,83
洛阳,西安,387
芜湖,南京,125
九江,池州,190
吴堡,绥德,38
柳林南,吴堡,26
文水,柳林南,124
衡水,石家庄北,132
平原,济南,83
吕梁,太原,185
绥德,柳林南,64
靖边,绥德,141
银川,定边,190
尼勒克,伊宁,72
精河南,尼勒克,128
乌苏,精河南,156
奎屯,乌苏,16
玛纳斯,石河子,11
乌鲁木齐,玛纳斯,124
嘉峪关,柳园,297
张掖,酒泉,201
中卫,武威,257
